region,year,map_name,map_year,type,url,request_headers
Amazon_Extension,2019,FROM_GLC,2017,URL,https://data-starcloud.pcl.ac.cn/api/en/resourceFile/download/1/1714157507995582474,FROM_GLC_Headers
Amazon_Extension,2019,FROM_GLC,2017,URL,https://data-starcloud.pcl.ac.cn/api/en/resourceFile/download/1/1714157507999776779,FROM_GLC_Headers
Amazon_Extension,2019,FROM_GLC,2017,URL,https://data-starcloud.pcl.ac.cn/api/en/resourceFile/download/1/1714157507999776788,FROM_GLC_Headers
Amazon_Extension,2019,FROM_GLC,2017,URL,https://data-starcloud.pcl.ac.cn/api/en/resourceFile/download/1/1714157507999776780,FROM_GLC_Headers
Amazon_Extension,2019,FROM_GLC,2017,URL,https://data-starcloud.pcl.ac.cn/api/en/resourceFile/download/1/1714157507991388160,FROM_GLC_Headers
Amazon_Extension,2019,FROM_GLC,2017,URL,https://data-starcloud.pcl.ac.cn/api/en/resourceFile/download/1/1714157507999776770,FROM_GLC_Headers
Amazon_Extension,2019,FROM_GLC,2017,URL,https://data-starcloud.pcl.ac.cn/api/en/resourceFile/download/1/1714157508003971080,FROM_GLC_Headers
Amazon_Extension,2019,FROM_GLC,2017,URL,https://data-starcloud.pcl.ac.cn/api/en/resourceFile/download/1/1714157507999776808,FROM_GLC_Headers
Amazon_Extension,2019,FROM_GLC,2017,URL,https://data-starcloud.pcl.ac.cn/api/en/resourceFile/download/1/1714157508008165387,FROM_GLC_Headers
Amazon_Extension,2019,FROM_GLC,2017,URL,https://data-starcloud.pcl.ac.cn/api/en/resourceFile/download/1/1714157507999776818,FROM_GLC_Headers
Amazon_Extension,2019,FROM_GLC,2017,URL,https://data-starcloud.pcl.ac.cn/api/en/resourceFile/download/1/1714157508003971088,FROM_GLC_Headers
Amazon_Extension,2019,FROM_GLC,2017,URL,https://data-starcloud.pcl.ac.cn/api/en/resourceFile/download/1/1714157508003971109,FROM_GLC_Headers
Amazon_Extension,2019,FROM_GLC,2017,URL,https://data-starcloud.pcl.ac.cn/api/en/resourceFile/download/1/1714157508003971120,FROM_GLC_Headers
Amazon_Extension,2019,FROM_GLC,2017,URL,https://data-starcloud.pcl.ac.cn/api/en/resourceFile/download/1/1714157508003971081,FROM_GLC_Headers
Amazon_Extension,2019,FROM_GLC,2017,URL,https://data-starcloud.pcl.ac.cn/api/en/resourceFile/download/1/1714157508003971106,FROM_GLC_Headers
Amazon_Extension,2019,FROM_GLC,2017,URL,https://data-starcloud.pcl.ac.cn/api/en/resourceFile/download/1/1714157508003971082,FROM_GLC_Headers
Amazon_Extension,2019,FROM_GLC,2017,URL,https://data-starcloud.pcl.ac.cn/api/en/resourceFile/download/1/1714157508003971110,FROM_GLC_Headers
Amazon_Extension,2019,FROM_GLC,2017,URL,https://data-starcloud.pcl.ac.cn/api/en/resourceFile/download/1/1714157508012359689,FROM_GLC_Headers
Amazon_Extension,2019,FROM_GLC,2017,URL,https://data-starcloud.pcl.ac.cn/api/en/resourceFile/download/1/1714157508012359701,FROM_GLC_Headers
Amazon_Extension,2019,FROM_GLC,2017,URL,https://data-starcloud.pcl.ac.cn/api/en/resourceFile/download/1/1714157508008165436,FROM_GLC_Headers
Amazon_Extension,2019,FROM_GLC,2017,URL,https://data-starcloud.pcl.ac.cn/api/en/resourceFile/download/1/1714157508008165430,FROM_GLC_Headers
Amazon_Extension,2019,FROM_GLC,2017,URL,https://data-starcloud.pcl.ac.cn/api/en/resourceFile/download/1/1714157508012359682,FROM_GLC_Headers
Amazon_Extension,2019,FROM_GLC,2017,URL,https://data-starcloud.pcl.ac.cn/api/en/resourceFile/download/1/1714157508008165417,FROM_GLC_Headers
Amazon_Extension,2019,FROM_GLC,2017,URL,https://data-starcloud.pcl.ac.cn/api/en/resourceFile/download/1/1714157508016554001,FROM_GLC_Headers
Amazon_Extension,2019,FROM_GLC,2017,URL,https://data-starcloud.pcl.ac.cn/api/en/resourceFile/download/1/1714157508020748304,FROM_GLC_Headers
Amazon_Extension,2019,FROM_GLC,2017,URL,https://data-starcloud.pcl.ac.cn/api/en/resourceFile/download/1/1714157508016554009,FROM_GLC_Headers
Amazon_Extension,2019,FROM_GLC,2017,URL,https://data-starcloud.pcl.ac.cn/api/en/resourceFile/download/1/1714157508020748307,FROM_GLC_Headers
Amazon_Extension,2019,FROM_GLC,2017,URL,https://data-starcloud.pcl.ac.cn/api/en/resourceFile/download/1/1714157508016553984,FROM_GLC_Headers
Amazon_Extension,2019,FROM_GLC,2017,URL,https://data-starcloud.pcl.ac.cn/api/en/resourceFile/download/1/1714157508020748288,FROM_GLC_Headers
Amazon_Extension,2019,FROM_GLC,2017,URL,https://data-starcloud.pcl.ac.cn/api/en/resourceFile/download/1/1714157508024942621,FROM_GLC_Headers
Amazon_Extension,2019,FROM_GLC,2017,URL,https://data-starcloud.pcl.ac.cn/api/en/resourceFile/download/1/1714157508024942608,FROM_GLC_Headers
Amazon_Extension,2019,FROM_GLC,2017,URL,https://data-starcloud.pcl.ac.cn/api/en/resourceFile/download/1/1714157508024942622,FROM_GLC_Headers
Amazon_Extension,2019,FROM_GLC,2017,URL,https://data-starcloud.pcl.ac.cn/api/en/resourceFile/download/1/1714157508024942638,FROM_GLC_Headers
Amazon_Extension,2019,FROM_GLC,2017,URL,https://data-starcloud.pcl.ac.cn/api/en/resourceFile/download/1/1714157508024942634,FROM_GLC_Headers
Amazon_Extension,2019,FROM_GLC,2017,URL,https://data-starcloud.pcl.ac.cn/api/en/resourceFile/download/1/1714157508020748344,FROM_GLC_Headers
Amazon_Extension,2019,FROM_GLC,2017,URL,https://data-starcloud.pcl.ac.cn/api/en/resourceFile/download/1/1714157508024942619,FROM_GLC_Headers
Amazon_Extension,2019,FROM_GLC,2017,URL,https://data-starcloud.pcl.ac.cn/api/en/resourceFile/download/1/1714157508020748318,FROM_GLC_Headers
